order_id,customer_id,order_date,total_amount
142,2,2022-03-29,321.6478201786033
143,330,2017-06-10,167.84983523267428
144,311,2018-09-09,388.6053494887684
145,392,2017-06-04,66.85532773132819
146,296,2024-02-15,264.5353858342037
147,129,2017-04-28,409.89514122908275
148,409,2017-09-23,211.86433263382472
149,401,2024-03-19,438.557090135919
150,181,2021-05-27,284.7975657843507
151,135,2022-09-01,300.90824639955053
152,417,2020-12-26,150.06074417044476
153,67,2022-05-22,51.93344394865299
154,491,2020-11-07,452.1397287539181
155,481,2021-02-15,34.69861419857274
156,141,2023-12-07,217.55386310761062
157,348,2023-10-01,53.80211137576809
158,150,2021-10-30,328.6890715920171
159,147,2021-07-17,356.8729545987597
160,111,2017-01-12,407.5062461556567
161,298,2019-05-29,377.1597665647207
162,129,2020-11-22,279.86379733801897
163,173,2022-03-26,451.43349394954396
164,75,2019-11-25,207.02767703295228
165,253,2018-12-17,32.48642666296719
166,427,2023-12-02,84.95733409579294
167,207,2024-09-14,258.28697445980475
168,203,2017-05-05,469.4586429619744
169,164,2020-02-22,216.19341296015162
170,71,2021-07-28,131.40971138800734
171,290,2022-11-15,456.65032076870193
172,11,2022-05-01,299.4295650733509
173,27,2023-08-01,246.6496007410553
174,124,2018-03-08,262.95404801523307
175,225,2018-09-20,230.97584120320414
176,100,2020-03-25,387.8420237499749
177,227,2017-09-15,194.25771163864462
178,21,2024-05-20,327.42006267430344
179,150,2020-05-07,463.7777097844558
180,444,2023-04-23,492.32792352964435
181,65,2019-03-31,426.474998902865
182,431,2024-09-13,127.07576725316413
183,107,2018-10-24,242.08707733006887
184,76,2020-06-10,126.36700275869043
185,123,2016-12-06,328.02173906329165
186,209,2017-10-22,452.69092421897557
187,276,2024-10-19,234.5605815454159
188,166,2023-05-05,483.7805951397251
189,193,2017-09-19,119.08395380588617
190,461,2017-08-13,326.59767087062073
191,75,2018-08-27,84.79828825896006
192,342,2017-04-13,371.444508365138
193,442,2022-04-29,154.1437367493128
194,360,2021-10-16,420.7911294394314
195,304,2019-05-15,145.9765538023721
196,81,2017-05-06,165.1792927710254
197,194,2016-12-18,122.19007043863469
198,77,2017-04-25,218.92468852302193
199,248,2020-03-07,390.44664809968754
200,58,2019-10-18,242.73184372038665
201,403,2021-12-12,266.67495130635024
202,380,2021-01-02,252.8732592072332
203,42,2018-05-23,22.55961093384517
204,208,2024-02-08,374.18363622012043
205,42,2024-06-20,253.48930760592714
206,428,2019-09-11,240.04708910364081
207,134,2021-11-23,135.9710000555893
208,148,2024-10-30,404.7309257204117
209,450,2018-03-18,387.1468570826413
210,315,2020-04-16,393.6010292070812
211,63,2022-04-05,111.76797431071849
212,26,2023-02-03,268.27361117320595
213,51,2021-08-01,121.34623979984707
214,184,2020-07-30,480.51988980079
215,470,2021-10-06,461.87656475809166
216,8,2017-12-14,221.1698036851104
217,46,2019-08-31,95.74565878441871
218,274,2022-08-16,261.31371343141745
219,157,2021-05-21,72.67949493833173
220,234,2021-04-29,461.4705073069939
221,333,2023-12-10,168.14184690925856
222,107,2021-05-15,169.82196946431014
223,175,2020-12-08,190.00887347694456
224,426,2021-06-01,199.54718786795655
225,239,2018-06-27,413.0148294524506
226,412,2019-10-06,164.6574068763794
227,111,2023-05-28,52.17407454646992
228,331,2022-05-30,165.37384440733604
229,289,2017-05-13,77.96901850779422
230,347,2019-04-11,265.6985716552667
231,6,2021-08-24,369.7079302300639
232,221,2021-06-19,353.5052170687515
233,223,2024-07-01,438.7420874298954
234,333,2020-01-31,165.11423511456888
235,365,2018-10-16,102.88565424686846
236,429,2017-08-03,52.27258604546407
237,159,2020-07-13,325.3430090191768
238,148,2023-08-29,66.05654395048582
239,179,2022-10-11,250.50908080033068
240,311,2018-01-25,291.99577734430466
241,132,2022-07-15,162.39426985554292
242,317,2022-06-29,225.87058697204859
243,452,2019-01-30,94.18566192516354
244,185,2019-05-14,185.06973214524746
245,72,2024-03-13,269.4845038976431
246,131,2021-07-30,457.7778051964089
247,321,2017-04-05,426.02787582993966
248,223,2019-02-17,253.8596848919755
249,435,2020-08-29,139.00666020857426
250,230,2022-03-07,274.3662563016211
251,244,2024-04-16,85.67219153084145
252,230,2024-05-28,470.2342497487044
253,277,2020-09-27,67.49895017336122
254,258,2023-12-07,334.5685163876265
255,86,2021-11-11,334.46044992083927
256,348,2023-11-25,329.42416074746444
257,293,2017-10-30,35.538078044904196
258,376,2018-03-17,414.5989284041957
259,244,2021-12-26,267.29288245090817
260,181,2023-06-28,386.3694183846861
261,478,2024-10-26,368.384455486246
262,23,2024-08-05,263.24982616458453
263,152,2024-07-22,33.812828394357695
264,420,2020-03-08,120.71781643851929
265,186,2018-09-08,272.86799230073143
266,240,2020-11-30,162.8912121274673
267,320,2021-10-01,76.82697364041096
268,122,2017-09-27,294.43109060127085
269,258,2024-07-26,229.19697905704425
270,47,2023-05-08,78.11972777699117
271,147,2022-04-28,413.4812690314802
272,33,2021-10-15,265.6796827605924
273,61,2018-10-01,146.42736468770204
274,474,2019-09-19,328.5219189561088
275,476,2023-08-08,110.11716905637269
276,55,2017-07-31,206.7163810521732
277,265,2017-10-04,188.56854731757403
278,468,2019-06-10,217.3877966182003
279,410,2021-12-18,240.9810408698568
280,206,2021-12-13,327.1808603842656
281,380,2022-01-18,294.7785587236279
282,498,2021-01-17,266.216658928053
283,434,2021-10-19,388.1225423716556
284,125,2017-11-18,447.26086154565695
285,500,2018-05-16,46.76281811212482
286,435,2021-10-02,475.62107007466983
287,297,2018-12-12,229.7061118557976
288,461,2023-12-22,401.52318773496586
289,343,2018-12-10,125.51083469380589
290,126,2021-10-01,429.63026012374905
291,25,2017-02-07,71.63929968452379
292,212,2020-10-28,262.3539677435459
293,439,2019-09-21,214.35790875020348
294,90,2023-04-29,55.107301730839
295,116,2017-06-16,468.3281183181863
296,231,2017-12-03,39.52024204250938
297,8,2021-10-25,167.5396346522086
298,254,2021-10-13,211.41102077912308
299,439,2021-07-20,127.98070196360811
300,110,2020-03-02,201.05256822687682
301,325,2017-04-28,492.1163723719404
302,65,2023-09-30,350.15231491074974
303,49,2022-01-13,366.20613503020667
304,5,2017-12-28,364.0990039805731
305,100,2022-04-15,192.12482079539424
306,408,2021-03-29,282.66415931521504
307,400,2022-07-16,295.2756670297157
308,90,2020-12-30,68.01257246193697
309,113,2018-01-11,381.41895607416234
310,445,2017-10-19,366.21571578189037
311,401,2021-05-08,176.04100975990158
312,19,2019-09-05,67.02713918714296
313,273,2022-04-02,124.51625918276557
314,238,2022-07-07,491.8088516034955
315,16,2022-08-29,406.3715681149883
316,189,2021-03-03,452.055655033381
317,363,2019-10-19,75.34131251295693
318,200,2018-04-17,256.0283042647894
319,120,2023-01-24,237.7204237565136
320,214,2020-01-11,79.80081691677964
321,385,2022-04-10,38.4944165724459
322,48,2023-04-10,459.2891605995789
323,287,2019-01-14,480.0411975145546
324,309,2020-12-27,363.8040458993695
325,310,2021-04-13,155.85031129093647
326,97,2018-01-28,301.9364842217627
327,403,2017-06-17,307.7217376531676
328,188,2021-12-04,26.458188942164362
329,34,2020-10-05,391.7791628447401
330,26,2017-10-23,335.6407643934957
331,470,2020-07-09,152.61683423794955
332,137,2024-06-20,446.7999995529244
333,419,2020-03-29,197.06961102638866
334,445,2021-09-17,253.75329217461388
335,12,2018-10-09,416.7737414077058
336,362,2018-03-31,354.23989323945847
337,40,2022-07-07,39.12816919362463
338,363,2018-08-01,383.8576495478206
339,289,2017-01-06,243.39249278668706
340,415,2024-08-01,182.96712684378366
341,33,2019-08-07,94.35676698150785
342,25,2021-06-05,68.02436229207302
343,28,2023-08-16,173.28965469305768
344,237,2021-01-30,108.04646050952564
345,228,2022-03-23,103.16312345093854
346,259,2023-12-28,323.1030364587956
347,11,2020-10-27,178.5478142793341
348,477,2017-02-09,454.65644206678235
349,432,2024-08-20,65.57427814101494
350,438,2017-07-07,62.871195940747825
351,111,2021-05-20,35.292152082820785
352,384,2024-03-02,73.19474052611783
353,1,2022-02-02,172.5191906943288
354,52,2018-06-09,240.1140506226735
355,449,2019-09-18,48.92103847413459
356,69,2022-01-12,398.8720435432388
357,385,2024-05-15,398.91801313839926
358,171,2017-04-24,186.4312414121992
359,433,2021-01-16,136.91883247094643
360,447,2017-11-09,301.6648040244295
361,108,2016-12-25,438.5160172319168
362,24,2017-03-15,365.8956441111526
363,388,2017-05-01,315.76620068420436
364,401,2021-07-13,460.5316514953758
365,282,2019-09-29,360.8541918626661
366,211,2021-05-18,285.5890056403517
367,198,2016-12-09,133.7906250110462
368,395,2022-08-18,442.29574041648715
369,7,2021-06-16,326.57478085003663
370,302,2020-04-11,127.85687368411429
371,238,2019-03-09,362.73211280244453
372,334,2017-03-06,248.45570478967437
373,161,2023-05-20,111.34824883721258
374,82,2024-10-28,384.1409188112625
375,139,2019-07-05,56.2541230465661
376,131,2017-09-18,424.98064617778897
377,421,2023-05-12,295.7596897991046
378,116,2023-11-13,422.17255020021304
379,457,2017-09-24,84.37465644106304
380,306,2019-04-28,439.3598643821806
381,236,2023-06-14,375.69241445647214
382,104,2017-02-11,120.61602133377293
383,456,2018-03-07,334.65108833729965
384,348,2023-09-03,387.34930140824474
385,57,2017-09-24,127.07504468034239
386,476,2022-01-22,97.37834566187077
387,127,2024-10-17,307.36615457541365
388,1,2024-09-16,113.77114466071104
389,349,2017-09-22,196.71440701774804
390,53,2020-09-01,364.62433025974207
391,11,2019-09-07,277.3064800480468
392,126,2023-04-05,150.5921942847735
393,489,2022-06-25,109.47501118265747
394,263,2022-04-18,433.2627951887989
395,55,2021-04-02,409.6280477486243
396,266,2022-03-20,485.60894635628586
397,146,2017-11-04,57.680585727956114
398,334,2017-07-30,163.61402732245395
399,423,2020-11-19,451.1734912175845
400,404,2024-04-14,473.75402332487533
401,390,2017-12-12,140.46220083771163
402,493,2024-09-20,468.0833393410888
403,412,2024-02-04,27.251898471020723
404,307,2017-01-06,308.6073619488928
405,373,2019-12-07,346.20669453151896
406,254,2024-05-01,237.2751596326052
407,92,2023-07-25,309.544162575438
408,273,2018-07-06,112.19617801334422
409,112,2018-04-11,473.0603706434461
410,449,2017-01-04,146.37370998045805
411,482,2018-09-28,180.73275112750724
412,207,2018-11-30,230.10370632456124
413,175,2016-12-03,88.83884033060747
414,135,2017-09-26,454.6721890291126
415,225,2020-05-02,53.23611609127221
416,380,2021-05-29,44.33539882637582
417,411,2018-09-19,417.8512703675466
418,37,2019-10-17,69.40872876026653
419,310,2017-06-28,468.08770444392695
420,78,2023-03-02,276.94561827126506
421,176,2023-02-21,287.00908139922706
422,52,2023-11-03,365.4454709745541
423,283,2019-05-27,461.39260921733467
424,11,2018-02-15,333.5239053755224
425,33,2018-11-06,361.14616663697785
426,249,2021-10-06,393.51200607638555
427,162,2021-09-12,29.86813337088906
428,367,2024-10-12,263.9754081374075
429,233,2020-10-18,143.58228838445532
430,194,2021-03-03,278.02120205193984
431,337,2017-09-01,67.06706104828075
432,440,2023-10-08,355.3398966198956
433,157,2022-05-31,328.9735170746939
434,272,2018-04-28,177.17187075395896
435,450,2019-03-24,63.42561074803587
436,121,2021-02-19,405.4224549506237
437,93,2020-05-11,493.4327632771586
438,353,2021-12-22,255.44251400417596
439,336,2021-03-07,280.06541465293554
440,335,2020-03-16,282.0375642306359
441,427,2018-02-08,279.3554366721688
442,221,2020-12-26,203.17245879087233
443,352,2018-05-11,233.82542943848853
444,105,2019-08-27,496.6095689959178
445,145,2023-09-13,325.39788113203286
446,161,2018-01-18,182.93088699071353
447,164,2020-08-29,154.26329239322536
448,292,2022-10-29,139.1233374016117
449,95,2022-04-28,347.5799627745483
450,11,2021-02-22,265.9922392433284
451,240,2021-01-04,101.01824662953972
452,220,2021-10-11,54.88300376127496
453,368,2019-03-05,428.78072655952604
454,80,2023-05-19,20.12929743484925
455,250,2024-08-25,477.4747486569346
456,186,2021-05-12,243.88117527383687
457,238,2021-03-29,95.68146595995415
458,130,2018-06-03,423.6520478407836
459,379,2023-09-07,234.63862090769678
460,295,2024-04-28,363.3394065163149
461,415,2019-08-03,422.8407728252426
462,27,2024-09-04,431.5615085351511
463,461,2017-05-11,391.4755415068237
464,329,2023-04-30,404.7183652556653
465,161,2021-06-12,83.92890675756833
466,160,2018-09-08,301.60948707219865
467,383,2018-02-24,391.53155956939855
468,483,2022-12-21,485.72268201380194
469,66,2023-01-08,248.26772341381212
470,480,2022-02-06,403.24296997921437
471,336,2021-12-30,260.8339557731067
472,8,2019-05-31,318.7286884313898
473,465,2020-07-05,84.08446406680696
474,71,2017-08-01,371.6747999353939
475,191,2017-09-03,229.97346109163271
476,12,2019-10-15,440.37361865168197
477,277,2018-05-10,168.85936718088396
478,13,2020-01-10,209.0743376612003
479,487,2022-06-07,122.43681623274074
480,360,2019-05-05,212.08183195020732
481,189,2023-03-28,346.83561893201255
482,193,2019-03-31,376.3686796247864
483,242,2017-08-09,312.2028388669539
484,10,2018-09-06,271.7269493993996
485,483,2021-07-25,299.7898815953162
486,273,2022-03-21,359.06055996086906
487,108,2021-08-24,27.11347952562747
488,152,2020-02-21,169.69776048665116
489,249,2017-04-16,173.38086932222276
490,239,2020-09-12,33.15045552870636
491,485,2024-05-15,267.0554536145047
492,197,2022-07-10,495.032790601564
493,95,2022-03-14,215.23254251149473
494,276,2024-06-09,420.46378168694287
495,49,2022-09-04,380.6163141060813
496,251,2018-08-20,54.366334941731665
497,30,2018-12-17,163.7066230039566
498,396,2017-03-22,234.27174668147717
499,410,2022-01-07,100.67163425542176
500,201,2023-12-25,108.60204301870493
501,105,2020-03-08,311.76891270367554
502,132,2018-08-04,58.628441042852245
503,45,2018-01-01,196.3024235062372
504,146,2020-08-29,158.11753283552517
505,353,2017-07-08,80.29510752900558
506,265,2021-08-29,289.0023265147536
507,159,2018-10-08,113.62945852918521
508,355,2019-05-28,194.43397021640897
509,386,2022-08-25,239.7856633678791
510,276,2021-05-07,433.524581811035
511,356,2019-11-16,414.67823878605304
512,184,2022-06-20,201.5695930257511
513,269,2024-01-17,379.77682912196985
514,313,2019-05-12,174.58640606652534
515,364,2022-01-24,250.18685886213237
516,341,2018-05-14,499.35247031930766
517,353,2020-11-23,83.68317569717058
518,32,2020-05-27,212.88493721465122
519,403,2022-08-07,137.07680497863345
520,488,2017-07-23,92.53514612768875
521,364,2019-07-05,92.72376303161771
522,405,2017-09-11,336.00925998428994
523,329,2023-04-22,66.04403835808851
524,336,2023-03-09,330.8321395898765
525,75,2023-06-13,94.79710544704238
526,476,2018-11-27,319.4835884387967
527,305,2018-07-12,399.35827168873675
528,306,2024-10-13,105.86877499077603
529,355,2018-06-27,411.71762064564035
530,499,2021-11-03,325.5319449299664
531,253,2019-04-29,421.89351645632587
532,80,2021-05-30,107.596246867715
533,412,2024-04-20,164.57066988541757
534,356,2024-07-28,481.0323594914103
535,59,2023-09-07,234.72134847109362
536,366,2022-09-21,281.92270640625895
537,273,2021-01-25,379.2188836186508
538,135,2023-01-24,410.12585930845637
539,392,2021-10-23,307.7623293576154
540,382,2020-11-27,329.2808389717913
541,195,2017-01-06,133.04185218840806
542,487,2019-03-05,431.35649552757286
543,346,2022-12-01,271.13606377318325
544,35,2019-05-28,437.76360015466366
545,115,2019-03-11,272.67245537617646
546,232,2021-06-04,344.2384562236025
547,340,2019-04-17,26.944181644508216
548,348,2018-05-17,100.28162712498728
549,306,2019-09-20,402.04729746543467
550,262,2020-12-31,223.7292058219496
551,194,2020-03-04,55.23358891432119
552,91,2023-06-06,212.76491381326906
553,282,2017-08-16,224.69631537615714
554,212,2019-06-09,223.11575389926287
555,82,2023-06-05,57.200691213963196
556,485,2021-06-06,434.30801934869066
557,192,2019-10-01,294.41646883369856
558,35,2016-12-03,287.0807611972844
559,121,2018-10-22,315.15665340599537
560,60,2016-11-30,236.76872628331296
561,8,2023-02-05,94.76788203473416
562,65,2021-12-24,49.360587786612946
563,230,2019-08-09,125.39792671837603
564,291,2017-07-05,216.49011260119602
565,388,2017-02-14,212.40510685571235
566,281,2022-11-06,86.67740496686443
567,403,2023-12-20,29.086463243312775
568,141,2020-09-10,144.17299637239705
569,283,2024-02-10,155.58879607848826
570,27,2019-07-24,143.0224617035422
571,28,2020-07-28,455.7606289819814
572,53,2018-03-08,354.05637152987026
573,217,2024-06-19,354.0247171737662
574,270,2024-05-10,294.49485442478635
575,282,2017-04-07,496.58765449275484
576,377,2020-01-23,39.472778831544844
577,38,2024-02-22,447.7670713539161
578,302,2017-04-25,473.9307226293895
579,24,2018-01-21,479.41821717877866
580,59,2024-07-19,376.3380402042178
581,274,2019-08-04,134.75281749001317
582,465,2018-09-28,359.4277164261711
583,102,2018-11-29,88.25019112861007
584,178,2017-04-15,116.54247687760477
585,452,2023-08-01,461.5644465084154
586,467,2017-07-18,465.908880789564
587,140,2019-05-30,437.8710355074449
588,141,2022-12-26,52.5674614361964
589,372,2024-07-11,69.41527077074169
590,280,2021-11-20,445.53862484494965
591,244,2017-09-15,184.66025840401647
592,70,2021-01-24,471.0279871018545
593,195,2023-06-27,283.074223462075
594,384,2018-03-03,246.43884137595902
595,218,2021-08-08,445.87681554335603
596,40,2022-10-07,467.74868508409446
597,85,2020-08-29,277.7452343733621
598,238,2020-07-17,102.91725088707388
599,50,2022-04-12,69.91744717525181
600,63,2021-01-22,236.87441458740798
601,18,2018-12-27,350.9308240469848
602,168,2018-07-16,423.1429328429341
603,386,2017-11-21,355.93857215185204
604,214,2022-02-24,374.4778347352556
605,199,2024-09-14,73.05321349681422
606,483,2022-07-11,159.79044444780442
607,403,2022-10-17,222.9761795086014
608,454,2019-04-13,451.3330030318414
609,222,2024-07-26,418.8904646583769
610,209,2017-03-22,120.35197951342349
611,189,2018-01-19,341.872776622679
612,388,2021-11-13,273.085769130471
613,390,2021-01-04,369.9635429133811
614,257,2022-06-11,28.032822770591732
615,323,2020-02-21,417.39995563532176
616,279,2023-06-26,353.80549867748937
617,195,2024-02-20,283.54026949899924
618,101,2021-10-09,368.08722218815797
619,204,2020-04-03,376.9563870652757
620,317,2021-12-05,33.21422910220033
621,357,2019-04-01,57.154753615659985
622,203,2018-02-18,150.31195530355066
623,214,2024-09-12,219.34159127670586
624,362,2020-05-08,40.70136875164907
625,99,2018-01-18,61.11687694739766
626,400,2023-08-27,304.6258518561318
627,187,2021-11-22,109.27685934993627
628,344,2020-11-08,295.18586385695903
629,200,2022-09-25,177.09698158554727
630,435,2017-05-22,47.72187149541324
631,490,2019-04-18,47.86091304969878
632,89,2019-11-20,415.1046511767973
633,378,2017-10-12,345.6810961698767
634,290,2021-11-08,187.45481738310258
635,305,2022-09-07,374.52820026608873
636,325,2023-08-29,294.8448864616504
637,276,2022-02-10,349.9631722127215
638,88,2017-01-09,194.40972249297067
639,470,2021-08-30,466.97150523599225
640,105,2020-07-21,121.92236914732517
641,391,2017-05-13,37.609893831510476
642,150,2021-06-18,497.4022119050382
643,58,2023-05-17,220.44462919982033
644,299,2020-09-11,248.59172477153527
645,339,2023-04-29,57.14976346369356
646,62,2021-04-13,212.1357819250071
647,317,2024-08-14,292.3670361414358
648,400,2016-12-19,29.324787847949345
649,264,2023-04-25,406.2438235264347
650,475,2020-05-26,358.50947188671313
651,439,2020-11-07,373.5974955396826
652,314,2024-06-24,248.53083172263547
653,300,2022-10-12,344.16739944837116
654,400,2024-01-26,167.7955587185857
655,479,2024-02-25,36.10347773398571
656,37,2020-12-16,37.89951723787642
657,415,2023-01-15,41.23309550518849
658,438,2020-07-24,149.52083749035432
659,499,2023-07-25,95.21465082746906
660,55,2022-01-04,229.48655775308723
661,380,2024-09-01,363.89611817802563
662,330,2020-07-26,204.2467343330863
663,155,2024-02-18,321.6965654951953
664,306,2019-07-17,111.52102920229933
665,351,2017-08-04,312.85376728975984
666,180,2021-10-25,78.90761092280803
667,371,2021-02-21,139.5944863872191
668,74,2017-02-12,154.2513656984595
669,141,2019-05-31,168.38646257624197
670,47,2017-03-22,174.82084255041687
671,329,2018-10-29,453.8557448564158
672,117,2017-08-26,59.98624070630569
673,311,2019-01-25,428.9123302094076
674,119,2019-10-21,148.25893108899695
675,216,2017-12-26,244.12380566321
676,126,2022-12-09,72.1352702603812
677,208,2020-06-29,435.5100826492011
678,193,2019-01-05,295.17123500119646
679,234,2017-06-16,196.49864760625644
680,350,2017-05-29,217.51072910737994
681,365,2020-12-26,149.71631330034708
682,328,2024-09-17,469.9651218426567
683,314,2018-10-28,210.8143176403491
684,157,2018-09-19,261.0692876044417
685,437,2018-11-21,188.98944572116807
686,20,2019-03-09,268.66230606082627
687,455,2024-04-19,465.7795711180193
688,329,2018-04-01,88.94175179860314
689,101,2018-06-28,381.40406907707575
690,66,2021-09-02,286.3994269126249
691,146,2023-09-30,124.52933540808262
692,439,2021-01-13,417.90281677442783
693,455,2022-09-21,399.56346773921416
694,260,2021-08-11,37.79257792986808
695,322,2019-12-03,401.4888185082974
696,143,2020-11-07,120.56315131286715
697,77,2019-05-02,234.9434129133125
698,81,2023-04-07,423.36691911319383
699,298,2020-02-14,279.1774334074998
700,334,2017-07-02,345.35572384394584
701,170,2024-06-09,218.73753619932728
702,255,2022-09-22,128.87866925337298
703,212,2019-04-14,235.88515081316228
704,118,2022-06-04,453.3861154472013
705,490,2020-10-14,98.27288768830138
706,121,2021-08-01,34.80149697647299
707,283,2023-09-11,57.19625768813476
708,168,2017-01-16,324.64598933950504
709,492,2019-10-26,229.5231618627723
710,190,2023-03-14,496.0560415909628
711,137,2019-01-27,354.8118187223483
712,311,2024-05-11,121.14141919886598
713,148,2018-09-27,317.2482667627311
714,45,2022-08-06,468.8099776706628
715,182,2024-10-19,489.91209624212354
716,143,2024-05-11,427.2740976797536
717,382,2017-04-24,78.39765515227326
718,234,2018-02-16,481.3464522388424
719,441,2023-12-03,48.06113051759476
720,307,2023-11-08,432.0010256384806
721,337,2019-10-16,460.70336076020004
722,138,2020-11-28,136.80583414350536
723,28,2019-08-31,311.9762935650873
724,281,2024-08-30,360.14058071019446
725,192,2017-07-18,481.75608982177874
726,449,2017-07-25,273.0417700550555
727,247,2022-03-28,78.27645110481122
728,39,2018-05-31,186.74905856064885
729,435,2020-04-09,307.46681500185224
730,356,2017-04-10,446.92646700488575
731,82,2023-09-04,314.663557584317
732,28,2020-11-04,108.48646497526245
733,271,2019-06-18,64.37290615337893
734,439,2020-04-29,358.76500756827505
735,329,2021-12-07,175.57424807238488
736,37,2022-12-22,134.8516810679963
