order_item_id,order_id,product_id,quantity,price
295,1174,23,1,53.57871937387151
296,581,79,3,82.26940843541878
297,3190,80,3,52.5914417865124
298,1538,32,1,17.400704533351387
299,2615,14,2,75.17854793305217
300,400,86,3,19.079367446818978
301,957,63,4,29.674830243421845
302,695,69,3,77.92917046757347
303,790,71,1,34.548359868176604
304,1578,96,4,32.10423280431306
305,3591,25,2,13.526352580596846
306,4092,89,3,84.89795714695886
307,3982,85,3,98.76922444643982
308,3133,51,4,99.08059632358714
309,1197,2,3,58.01288749744295
310,4123,2,3,11.641268538748177
311,4889,98,4,39.815475827562636
312,1025,47,4,44.880332352485134
313,1413,77,2,56.4135387772714
314,3977,68,3,18.77937226101948
315,2369,53,4,79.45559055704679
316,3067,96,4,32.07439247510034
317,2295,20,4,16.36649608468757
318,2192,92,3,25.04575351577262
319,4660,98,1,57.889137673297824
320,2830,23,4,56.81692520853986
321,2422,17,4,33.555686397374565
322,4550,60,2,71.88985776247895
323,4119,42,1,39.32496201017017
324,4192,5,1,23.96138756394282
325,464,68,3,82.21763676483829
326,604,70,3,95.71025807097372
327,2237,42,3,97.37140089084812
328,4189,6,1,53.53178474834333
329,2417,1,3,89.78283815782989
330,2943,86,4,35.07988110222347
331,3365,90,4,23.5157331120354
332,3553,64,1,12.572749829084357
333,4232,92,2,80.53216132470052
334,1040,18,2,32.81240642145741
335,4160,1,4,85.4333909546132
336,4628,2,2,92.98112518047493
337,550,40,4,82.40519905925882
338,684,67,2,20.68226897289844
339,4630,24,2,24.666270658831703
340,3702,27,2,16.111610301723253
341,3949,37,1,88.54634616384165
342,618,83,4,92.74426824334589
343,3136,37,2,31.900343744246634
344,2471,12,2,72.45343786009818
345,1584,50,1,98.67166068555497
346,2937,23,1,63.83453030926435
347,4556,33,3,51.065658297807
348,3547,34,2,59.7744275678396
349,1884,80,3,81.47171411469951
350,4006,92,2,64.75216015009332
351,2601,44,3,34.834193470046905
352,3217,77,4,24.50726807250612
353,269,97,4,14.397628383111044
354,1489,26,3,50.999239626080225
355,600,37,4,13.571084712649478
356,486,88,2,89.25995072594186
357,3698,7,3,78.63131716429842
358,2486,61,1,10.627469546708836
359,1501,7,4,81.1139036587252
360,424,45,4,55.93953617758457
361,1795,18,4,50.695866208680606
362,2964,49,1,24.37411477186938
363,3373,16,4,54.79383608367968
364,3431,2,2,92.9714804739653
365,4590,36,3,79.04755897664326
366,4649,57,4,92.65914996470664
367,1761,14,3,58.71131445342959
368,758,3,2,35.28586628407405
369,2936,69,2,12.467998271995162
370,3453,90,2,14.711014499279685
371,3484,36,4,64.13963188682297
372,3236,9,3,15.113008106635176
373,862,90,2,96.67228742133422
374,4655,18,3,60.027459460918195
375,3052,96,3,74.36677563529389
376,931,8,4,44.01158363300483
377,3112,70,3,89.95458945423032
378,3537,6,2,32.86992954620189
379,3544,91,2,11.026794057702318
380,2523,28,1,75.97170924608756
381,1298,47,3,12.517015626343731
382,4051,42,2,86.8009801861278
383,609,26,4,25.483577808743735
384,4401,74,2,94.79551557236286
385,3861,66,3,42.14358869750306
386,93,98,4,45.43700234330628
387,769,72,1,40.65322916055299
388,2946,81,4,44.928533227128284
389,2735,48,4,27.857780761382426
390,2976,37,4,43.02152588932083
391,1469,36,3,11.408236105322114
392,2707,47,4,99.26100310301646
393,4478,55,4,60.18856116529292
394,4854,67,4,93.87743477130404
395,1152,52,4,45.955852137955155
396,63,74,4,89.38017783565793
397,1311,97,4,19.489275197720488
398,2644,81,4,18.103400055100252
399,1166,11,4,28.83533562561868
400,952,49,1,29.09056223064783
401,4890,39,1,93.62282202441862
402,2455,59,3,20.129657990660338
403,2111,89,1,45.78534643166032
404,3131,81,4,21.11845640899715
405,3433,16,2,21.246566954421446
406,344,6,1,57.66663210427458
407,4635,54,2,13.360832374776965
408,1340,24,4,45.00016161890795
409,2435,51,3,97.25039257185634
410,324,39,1,41.88268957499928
411,1311,9,1,80.4901191240171
412,748,20,3,11.600291394008943
413,1508,32,1,16.716417077118265
414,2352,48,4,75.76047799457484
415,283,6,3,86.80176079181871
416,1800,92,4,78.12358452445797
417,749,17,1,13.682492268286204
418,1904,10,4,81.00622901367582
419,4325,10,4,37.4293192898293
420,1148,56,2,43.863879097049406
421,3337,34,3,13.830559933674987
422,4599,92,1,15.75516186213315
423,2980,30,3,21.51969535391524
424,3267,42,1,55.117067784557676
425,1597,28,3,97.07488312473987
426,1537,6,2,99.39351809095407
427,3847,63,3,93.53798691739547
428,4103,72,4,94.24955858228566
429,3320,85,4,34.87492164716191
430,2124,28,3,18.565875401050864
431,734,10,2,36.37340571481021
432,2561,82,1,90.41301641952867
433,4920,92,1,99.35340155557205
434,120,49,2,76.07812680156447
435,153,22,3,47.84004567222062
436,2776,25,3,61.71813009646269
437,2639,25,1,64.42447497701505
438,2857,39,2,14.544106238006245
439,852,36,3,33.975437635671334
440,4646,13,4,90.5756642552379
441,1244,4,4,55.2733320967473
442,3176,25,4,22.879648720209172
443,692,22,3,64.32873800592688
444,1406,56,4,91.28896810680432
445,183,75,2,99.27833605439771
446,868,60,2,61.259555450735505
447,1247,65,1,97.72567214002288
448,1498,5,1,99.88681785400883
449,4458,19,4,55.94883761396129
450,4239,34,2,98.56109257466014
451,3257,92,3,74.12873860760293
452,3344,72,2,89.69184615287655
453,3636,33,2,70.35154757911401
454,4176,95,2,26.781002651650034
455,1605,77,2,23.729574536955905
456,37,28,1,38.29424837508059
457,3339,13,1,90.84837121149044
458,1809,64,4,75.00332267552811
459,2518,27,4,28.130988153027783
460,292,72,2,42.82325347338492
461,4748,65,1,92.09059265458319
462,4727,78,1,43.84201942919597
463,1145,100,1,91.61332509006488
464,3549,18,4,90.29006692797736
465,3026,49,4,68.3212942249217
466,4145,45,4,87.58004659936269
467,610,90,4,69.62315027577156
468,883,66,4,98.23426982975631
469,100,79,4,21.149290069463227
470,2230,48,2,35.25255588510731
471,2643,13,1,23.756718051341714
472,747,43,2,93.26434121703302
473,172,95,2,47.677783907842986
474,2561,71,3,89.10051022642014
475,2702,1,4,91.11560708820767
476,4953,37,3,37.19200652093508
477,3966,8,1,47.79738369359156
478,3591,93,3,42.76588611129339
479,66,96,1,87.9335376961727
480,2855,85,4,58.31925660386034
481,3907,99,3,72.67462199869664
482,2446,22,4,58.34598058900359
483,2598,6,1,97.72390315751181
484,3231,87,2,89.4690954426843
485,982,24,4,18.416066221140937
486,1806,93,2,18.070559384245875
487,4894,31,1,13.93069402588134
488,3541,1,2,93.23983975007648
489,3320,92,3,17.586862465451823
490,2129,97,3,39.454893633396686
491,4809,13,3,12.11836398094658
492,543,75,2,62.04810588099592
493,4486,20,4,98.13530427918917
494,2716,12,1,89.43831511567235
495,2500,39,3,69.36604615514457
496,212,47,1,14.61627674875114
497,4491,94,2,50.674410696248856
498,3057,64,4,35.7345280050687
499,1347,99,1,58.38340313975206
500,3202,35,2,20.053858051698235
501,146,34,1,60.20346359517866
502,4622,16,2,59.620793299741266
503,1293,61,4,38.977471355347504
504,431,61,4,92.11025772315615
505,4315,16,4,27.57674062876451
506,3696,64,1,36.01327054723883
507,3786,100,4,65.52481887568763
508,1869,4,2,71.4510490955425
509,3493,93,1,76.36810430649052
510,1765,47,3,84.94634821071658
511,4768,40,2,32.0074320387975
512,4643,38,1,24.800648023727085
513,424,44,1,33.18305346668573
514,1350,38,3,47.78154567937171
515,4541,22,2,32.25239685862048
516,1458,92,4,27.98614155369291
517,3347,35,3,41.4796918313142
518,3541,65,4,69.21722696306162
519,4842,15,3,42.94542877005806
520,2760,67,3,51.60769853373558
521,3034,25,1,94.42293656922836
522,912,56,4,80.82486504228223
523,3892,63,4,84.4127697983987
524,4085,21,3,82.88256617594048
525,14,12,2,12.94956260048837
526,168,24,3,91.52526275857147
527,2892,21,2,98.7929798152723
528,4467,11,1,34.17606028645122
529,785,72,2,38.43986891936081
530,1984,17,1,18.470058576069356
531,3081,60,1,17.987888915661596
532,286,50,3,11.23347907839245
533,2153,88,4,80.45523553552022
534,510,80,2,79.3271108024804
535,4544,76,3,14.242343165576758
536,921,48,2,80.90663197467927
537,2598,3,3,61.07408372865924
538,3711,56,2,96.99334907454912
539,976,2,1,39.20193750456852
540,4023,30,3,87.08147267220494
541,2359,56,3,43.6382039107651
542,1350,48,3,49.1382578433879
543,2745,72,3,56.40805300218652
544,1459,77,4,33.31617651767654
545,4823,22,2,92.1686103172703
546,469,69,3,31.041893079277674
547,1671,1,4,65.5493319406435
548,4057,29,1,46.025778059296364
549,2208,10,4,60.37989886644889
550,4371,54,3,10.575735728708366
551,101,92,2,66.0219455440256
552,3523,72,4,74.85159270155384
553,215,84,3,66.84397483073317
554,1032,15,2,73.4911137680383
555,2948,91,1,76.94790733253554
556,3662,17,4,61.497698000340634
557,1963,9,2,68.25261844131887
558,417,75,4,57.957121552737675
559,1735,23,2,55.74942713247573
560,3537,40,3,86.09813573240143
561,3718,60,2,30.90190651416721
562,918,32,2,41.3907230581152
563,2444,22,2,73.56333472640802
564,2192,49,3,83.8167734496977
565,1516,24,3,65.68210661301441
566,1230,11,3,62.08540980258182
567,2068,27,4,33.523043941389766
568,2046,41,3,94.73038218333743
569,1056,50,3,41.100582203586654
570,1744,31,3,10.237239145351566
571,4940,22,2,11.262069725127485
572,4546,68,4,91.77300181845622
573,1132,95,2,78.22131649562897
574,2907,42,1,78.74903099554273
575,3552,38,3,98.20624667208791
576,4710,10,1,57.34437446699551
577,78,39,3,40.209616042886076
578,2390,75,2,40.07083415758027
579,3160,73,2,49.57062849058848
580,4172,21,2,88.3287769069077
581,1071,57,1,71.76918904764544
582,2635,29,2,96.85591061366256
583,2062,17,1,14.15124477714495
584,2641,77,2,71.2035616571567
585,1624,24,1,71.72642177081451
586,4294,25,3,98.15218399881846
587,2172,20,1,62.3744079854381
588,4661,15,3,56.60727401491066
589,818,93,4,71.25066327769589
590,3206,85,1,22.725697803154958
591,3725,37,4,24.897374394863622
592,3915,79,1,73.24715310824108
593,1987,23,3,77.9844609299696
594,2427,94,3,92.70341495703883
595,372,89,4,76.43922922437514
596,4803,64,3,60.85116217980998
597,839,63,4,99.80058740687936
598,1028,11,1,10.83072847450475
599,770,40,2,37.049107306180076
600,3039,75,3,77.35125158437117
601,4281,52,4,40.96712250623416
602,2245,78,2,24.615203125434846
603,769,31,3,86.0884913720131
604,2279,15,1,17.842810917838705
605,4069,44,1,16.55251207782483
606,3391,55,4,36.84817182103073
607,4192,35,2,44.86202530239187
608,3574,53,3,10.532006454155617
609,3569,19,4,26.94785959546654
610,1331,64,4,90.86158284337101
611,4838,8,4,52.8693267241522
612,4245,88,1,36.86130539783021
613,1591,24,3,63.44556803353613
614,2428,73,1,64.92534225852731
615,4112,68,3,80.84148729952867
616,3608,55,3,52.22379222870987
617,1556,79,3,63.42205934788785
618,2396,5,1,76.56044091544518
619,2771,92,4,21.468109639058472
620,3830,90,4,81.51318125174714
621,1772,1,1,61.58288818603198
622,203,9,1,53.08956629909851
623,3270,78,1,58.486231208332704
624,3835,96,4,92.21199267208314
625,370,36,4,36.09287992234375
626,4926,85,3,30.82804353709354
627,3003,12,4,39.99370069790446
628,4864,35,2,28.389023706094154
629,3031,65,2,13.43173183952003
630,220,59,1,11.465403264779075
631,3012,25,2,42.591038682448165
632,1016,95,2,40.24931815099373
633,55,56,4,17.11696916408915
634,3567,82,2,40.89960776080834
635,362,9,1,56.019302158839594
636,1750,40,4,18.74238267769178
637,140,61,1,55.61924948054566
638,3876,96,4,34.51670693346553
639,2165,43,1,31.271627307044003
640,3066,84,2,76.34219624865321
641,2890,53,4,27.503252210344915
642,4021,84,4,63.01380485245651
643,1333,78,2,46.93396857839132
644,1619,75,1,69.99244199816066
645,3461,45,4,62.982433205767435
646,4233,18,2,74.09240908578845
647,4192,23,4,50.236732813700236
648,3900,37,1,54.11962347480303
649,4816,6,3,76.26713477603873
650,1669,79,4,22.46413542626736
651,3886,74,2,95.61513207177775
652,959,70,4,91.75909233866363
653,823,53,1,22.432919410117908
654,3935,17,2,91.87964522538817
655,1355,5,2,11.201917187917909
656,3350,71,4,22.917418175347187
657,3697,97,4,23.69467693503556
658,2242,70,1,74.04581397729491
659,2287,71,1,88.29855961436532
660,4054,90,4,77.45651756927218
661,806,34,3,58.69109245275266
662,2871,68,4,30.134661071002007
663,2247,77,3,97.48985935799396
664,2150,82,2,98.0010764919663
665,874,60,2,94.0948055097146
666,3889,55,1,73.77958899107743
667,3853,82,1,80.92774902793937
668,144,58,3,26.523840134467218
669,1428,42,4,46.437424367260206
670,3857,32,1,30.006964540043743
671,1909,76,3,65.57817304100561
672,4632,26,2,54.85545938534297
673,1342,68,4,44.41196547476704
674,4790,74,2,82.02636479509546
675,1793,60,3,94.5310310119008
676,585,52,1,37.667331523904444
677,1331,61,1,95.44198336320619
678,2103,77,2,73.25271653573351
679,30,89,3,35.24494989730256
680,1459,93,4,80.38718938082678
681,4025,77,2,54.37375572528306
682,2283,53,4,43.81674281372809
683,285,47,2,80.53760363674387
684,800,7,1,91.84812191674627
685,925,72,2,93.23649288092551
686,103,82,3,34.63383660268699
687,4135,30,2,90.4403787019152
688,1380,65,4,49.91175386967991
689,569,61,2,29.129229516721647
690,1757,81,2,10.476069069132913
691,4388,22,3,34.67525667990178
692,3362,88,4,72.83111588793028
693,3627,8,4,13.98027445532683
694,298,10,3,84.88993297900419
695,1235,97,1,54.694252233507946
696,4560,93,1,74.42834889008739
697,3257,3,2,86.1575221507517
698,4264,100,2,64.57992710492594
699,1684,85,2,46.018092967343065
700,4173,22,1,53.40726998425217
701,3682,95,1,79.039990863854
702,858,37,1,84.33791649679331
703,3771,61,1,21.427460808202184
704,1386,7,4,38.41199173509852
705,3805,85,3,82.61041882432403
706,3676,72,2,98.9278443031431
707,2703,37,4,56.08229402880728
708,2838,80,4,83.27909164336572
709,3602,3,3,97.58232062242152
710,395,60,3,71.43118174226224
711,4777,95,3,26.779587817829103
712,3668,1,4,73.76042929405014
713,4163,1,1,55.04652706273674
714,2750,20,3,83.73714479286099
715,1216,25,3,54.6032280295446
716,1258,40,2,61.80989768611009
717,1797,61,3,10.519929430124806
718,4231,65,4,24.798885687304747
719,2927,16,4,71.56125774109087
720,3490,33,2,22.73924275881917
721,490,8,4,29.788174324046246
722,4153,50,2,26.980788987882526
723,4056,10,3,79.48571667610862
724,244,38,2,42.791192296100625
725,1352,97,4,92.79709094508088
726,3611,11,2,64.29218908409752
727,3168,68,3,90.38341845800856
728,2812,76,4,18.502666656628413
729,3385,28,4,44.725938833051096
730,2185,9,1,92.25605507715719
731,2864,35,1,68.40031951536142
732,2312,15,1,44.39026983732316
733,719,41,3,68.73096432949578
734,970,73,4,58.080926402164394
735,3866,64,3,65.76218651438563
736,1457,16,3,37.31970608808061
737,1534,55,4,27.9819837226741
738,3371,83,4,17.952522511641412
739,2822,90,4,99.30137215885932
740,1642,7,3,28.523128490419538
741,3347,68,4,13.482779629764087
742,76,49,2,83.10213653577604
743,3253,34,1,26.750015844757755
744,32,12,4,16.679294356914564
745,300,73,2,99.98586112887374
746,4680,41,1,23.866096389498274
747,280,26,4,76.16244135595254
748,382,49,3,14.810497510362943
749,4135,53,1,32.35226205167778
750,3338,70,1,18.724987304408486
751,815,25,4,82.79341556738898
752,3654,50,4,30.892097140834494
753,691,27,2,12.64236037929283
754,3267,47,1,42.135117270397174
755,3733,77,4,52.87434209322599
756,2865,36,4,53.57540226520143
757,1982,71,1,29.76573161666515
758,2313,70,4,34.82370164994848
759,4404,12,3,28.626023879268054
760,4196,74,3,23.97366199793905
761,4505,19,2,13.566384906280078
762,3059,91,3,84.47962928175558
763,1911,6,3,70.4437564672663
764,2891,67,3,51.01778882018886
765,2867,86,2,82.30987344733217
766,3670,67,1,57.36408146683876
767,3722,18,1,90.77592190564391
768,731,61,3,57.04789827416727
769,2304,9,4,36.235086774225394
770,444,54,4,48.76541638753267
771,1063,78,1,57.90366597056002
772,2546,98,4,34.99647686459309
773,1411,38,2,72.75641071189858
774,2591,64,3,82.23755973483112
775,1449,34,2,16.726057417925695
776,2282,21,3,66.66638125810961
777,921,36,1,37.66010300936252
778,3603,22,2,27.107914419802498
779,2200,8,1,16.25133911196954
780,1484,45,2,53.084662820055776
781,465,68,3,77.78228501955843
782,1247,95,1,12.155776164533734
783,2900,89,2,47.903761165531904
784,41,81,4,42.17285309653241
785,1844,43,3,67.90341043317534
786,1888,24,3,96.46772113917623
787,3983,10,1,96.28528742608485
788,1788,15,4,85.61693333968549
789,873,14,3,92.47144440391014
790,221,90,4,53.26380891060421
791,851,19,4,88.59228768470412
792,1138,57,2,94.14142033059115
793,1888,26,2,30.889613154109814
794,2216,82,2,62.73933156579587
795,710,64,1,97.10770019617219
796,3386,59,3,95.72350778450235
797,4486,54,4,67.41473653763094
798,4850,85,2,63.82310311908147
799,4341,42,2,80.50715730063853
800,3978,20,1,67.83523765000159
801,1698,33,3,94.23956827564238
802,1182,86,2,13.616354072443903
803,4924,31,2,98.90371225004428
804,3739,83,1,87.22018323636993
805,4259,18,2,47.677422162797356
806,4964,83,2,58.14821123668495
807,933,57,1,79.55437818811049
808,4417,66,3,41.32551594345375
809,3503,7,4,82.52656093737944
810,2996,82,4,66.63221084760792
811,2047,23,2,99.54099558538924
812,354,94,4,19.766335239231957
813,1858,65,4,67.90181381756241
814,944,62,4,49.29866298640643
815,1041,60,4,37.6632812955918
816,4211,64,2,59.061890900430235
817,882,67,2,51.32618121969793
818,196,7,1,47.23950795440794
819,2150,33,2,50.1537332423845
820,314,30,3,83.0506430437623
821,1188,56,3,99.37432166153357
822,974,54,1,43.91339581702589
823,4622,31,1,32.3744009075125
824,846,87,3,62.098262432168156
825,3800,23,3,74.38534859290868
826,130,35,2,85.71683790694074
827,565,57,1,23.85550943808025
828,3321,4,2,31.639462509487515
829,3222,25,2,78.82575659392288
830,2308,66,1,82.07846779188027
831,4253,32,4,71.67348584493166
832,2202,5,3,22.956765828121444
